ability_id,en,icon
811027264438272,Planting Device,astrodroidhead
879630777057280,Interrogation Probe,sonicprobe
975279698739466,Taunt,taunt
975279698739467,Taunt,taunt
975279698739200,Mind Control,taunt
1438526281351430,Dazed,lockout
1438526281351168,Sticky Spit,mucus
809004334841856,Droid Mind Control,powerconduita
3336914711085056,Cobalt Vrake,vrake.a01_v01
1523729842569216,Gore,tusk
3155113040412672,Uploading Data,droiddevice
806994290147328,Roll Cover Right,poisonDart
2917038708228360,Taunt,taunt
2917038708228096,Call Reinforcements,taunt
844429225099264,Dart,blaster_generic
3573434265108480,Dominant Ancient Energy,luminous_yellow_crystal
3242442610442240,Defensive Systems,telekineticblast
3569641808986112,Pummel,jediKnight
3254863655862272,Blaster Volley,desperatecommand
1202535008305422,Gravity Vortex,spaceupgradejammingfield
1202535008305434,Sundered (Physical),armorReduced
1202535008305152,Grav Round,sonicgrenade
1612047255076864,Plant Imperial Guidance Beacon,genericcannister
2628180682735616,Take Portable Cover,takeportablecover
3256624592457522,Carbonite Capture,carbonitegrenade
3256624592453632,Carbonize,carbonitegrenade
760484089298944,Illegal Mods,assaultcannongrenadeattatchment
3217548979994624,Jawagram: Flower Delivery,jawagram_flowers
2879036837593345,Stunned,stunned
2879036837593088,Backhand,backhand
3555786244489216,Survey Scanning...,tacticalmap
3121809863999488,Life Day Orb,mysticalupgrade2
3667614307975168,Heroic Transport,prioritytransport2
811757408878867,Blinded,blinded
811757408878592,Flash Grenade,flashGrenade
810052306862080,Neutralizing,stunned
2924992987660288,Explosion,thermaldetonator
2624078988967936,Spawn Wave,shock
3025589711667200,Acid Spit,firebomb
3037456706306048,Pulse Tremors,shock
2624667399487488,Sweep,backflips
2519462175571968,Ranged Attack,blaster_generic
3289034415669248,Suppresive Fire,barrage
3462293396389888,Savage Kick,spinningkick
3756210893357056,Kolto Scan Process,underworldmedicine
3564002516926464,Hyrotii YH-12,mtx_mount_hyrotti_yh12
3638880976765268,Benign Presence,pt_translocate
3638880976764928,Translocate,pt_translocate
1351690632560640,Clonehead Slash!,overheadstrike
2517263152316676,Pylon Ward,sithholocron
2517263152316416,Activating Pylon Controls,sithholocron
1357252615208960,Force Push,forcePush
3328019833815040,Railgun Sentry Drone,spvp_reacallbeacon
3476750256308224,Enrage,bloodthirst
3448656875225088,GZ-4 Command Walker,mtx_mount_walker_impblck_guns
2519161527861504,Immobilized (Physical),immobilized
2519161527861248,Immobilizing Shot,cripplingfire
3040978579488768,Power Shot,hammerShot
2852833242120192,Mortar Barrage,missilesalvo
645520699686912,Riot Gas Cure,stimpack
3037491066044673,Stunned,stunned
3037491066044416,Pause Break,taserjolt
810945660059648,Reprogramming...,genericdatadisc
1791435154128896,42-Y Civilian Speeder Bike,hydraulicpiston
3757301815050240,Soothe,darkGift
2292026477379849,Blinded,blinded
2292026477379859,Accuracy Reduced,accuracyreduced
2292026477379584,Flash Bang,flashbang
1107977008316416,Barrage Mode,barrage
2499997383786496,Droid Disguise,protocoldroidhead
2539987824279552,Enrage,bloodthirst
3598491104313639,Unstable,overcome
3598491104313344,High Ground,missilefan
3336919006052352,Striped Vrake,vrake.a01_v02
2305791847563526,Ballistic Shield,bioelectricshieldenhancer
2305791847563264,Ballistic Shield,ballisticshield
1780220994519040,Imperial Target Designator,comlink
1514276619550976,Matrix Cube,plainholcron
1514276619550720,Activating Matrix Cube,plainholcron
1514255144714496,Matrix Cube,plainholcron
1514255144714240,Activating Matrix Cube,plainholcron
3541041621762048,Fleet Pass: Republic,accesscardcolorvariant1
3519004144566272,Crush,forcequake
3307726113341440,Obliterate,smash
2523465085091840,Enrage,bloodthirst
3770010623279104,Dark Blast,lightningstrike
800955566129152,Field Repairs,firstAid
2297386596564992,Aura of Protection,auraofinvincibility
3030331355562246,Bleeding (Physical),bloomingshot
3030331355561984,Wound,rupture
2318053979193344,Voss Apparition,channelhatred
1487832505909248,Hyper-Battle Attack Adrenal,heavydutyredstimpack
2211693409075200,Attacking...,explosiveprobe
3246857836822796,Immobilized (Tech),immobilized
3246857836822528,Cover Pulse,concussionmissiles
3713866810785792,Give Treat To Companion,wrappedparcel
3019550987649024,Enraged,bloodthirst
813445331025920,Melee Attack,lightsaber_generic
3321916685287424,Unified Beam,shrapround
2534004934836224,Flurry of Bolts,flurryofbolts
2522597501698048,Cleanse,cyborgveteran
3546302956699648,Volunteer,stimpack
1397964610207744,Frozen,cheapshot
811194768162816,Sith Carving,stonewithrune3
3391160148033536,Hunting Trap,concussionmissiles
2146010474217472,Grappling Line,grapple
2498975181570048,Combat Pheromones,insecthead
3051286500999168,Terror Shout,telekineticblast
2832496571973632,Enrage,bloodthirst
3022248227110912,Magnet,forcecharge
2465659120254976,Alarm,sonicgrenade
1518773450309889,Hurled!,thrown
3696016926703616,Mass Force Pull,forcePull
808987154972940,Drop Site,wrappedparcel
808987154972672,Summon Range Aura,wrappedparcel
991793847992320,Venom Neutralizer,genericinjection1
3421035940544512,Lightning Charge,chargedSaber
813887712657408,Vicious Bite,hulking_mandible
2990830541340672,Extracting...,droidarticulation
2480816059842560,Rebuke,auraofvalor
2196197167071232,Heavy Grenade,firebomb
3223029358264320,MCR-100 Miniprobe,virtualitem_mcr99
3251839998885888,Charging MAH Laser,telekineticblast
1999010923544834,Magnetically Stabilized,unleash
3385340467347456,Engaging Turret Controls...,assaultcannonshockabsorberb
2740408178180096,Affliction Field,lifedrain
2853344343228711,Sticky Grenade,forcetrinket2
3613179892465664,Unremitting,meleedpsunlock
3336923301019648,Frosted Vrake,vrake.a01_v03
3405904770760704,Surprise Comeback,reanimation
2693004624134144,Summon Dog,datapad
3374027523489792,Deck Guns,abl_bh_me_mag_shot
3770564674060288,Progressive Kolto Scan,emergencystimpak
2877791297077508,Fearful,forcestun
2877791297077510,Emboldened,intimidatingpresence
3317613128056832,Adno Windscorpion,mtx_speeder_adnowindscorpion
800547544236032,Mark Target,stunned
3246020318199808,Creating Inconsistency,forcestorm
2166604842401792,Series of Shots,flankingshot
2790405892472832,Incinerator,thermaldetonation
3355305761046528,Open Box,republiccrate
3131099878260996,Stunned,stunned
3131099878260736,Electro Dart,taserjolt
3032246910976274,Croaking,forcestream
3032246910976284,Enraged,berserk
3032246910976000,Croak,forcestream
1487823915974656,Advanced Attack Adrenal,heavydutyredstimpack
1798294216900608,72-X Military Speeder Bike,hydraulicpiston
2785784507662336,Surprise Shot,ambush
3058669549780992,Major Class Mission Experience Boost,classmissionxpbonus5
3401004213075968,Activates GSI Combat Support Droid,tacticalmap
2882404091953152,Corrosive Injection,painSuppressionDart
2973848240652288,Blue Perpendicular,silverdatadisk
3442098460164096,Ranged Attack,blaster_generic
973806524956672,Ion Cell,ionClip
3645177398820864,Gree Hypergate,mtx_toy_gree_hypergate
1415805904355328,Fighting Spirit,cc_aggressive
3677570042167296,Terrible Shout,abl_tr_vg_ion_storm
2443673182666752,Shield Boost,forceArmor
1706291722452992,Stap Test 2,hydraulicpiston
2467067869528324,Slowed,movementslowed
2467067869528064,Infection,lifedrain
2443862161227776,Alacrity Boost,attackSlowed
2837775086780416,Leap,forcecharge
2860499758743812,Fearful,forcestun
2860499758743814,Emboldened,intimidatingpresence
3540371606863872,I Do Damage,deathfield
3405707202265088,Onyx Orobird,mtx_mount_onyx_orobird
3443275281203459,Burning Agony,nightmare
3443275281203461,Agony,nightmare
3443275281203200,Trail of Agony,nightmare
3205518776598802,Immobilized (Physical),immobilized
3205518776598528,Scatter Bombs,scatterbombs
2521012658765824,Static Barrier,electricshield
3547999468781568,Lifebond,ballisticdampers
2877108397277441,Fully Calibrated,rifleshot
2877108397277184,Calibrating Shot,cull
3404298452992000,Ballistic Dampers,durablearmors
3347102373511168,Accessing Elevator,accesscard
3758968262361088,Probe Droid Flurry Attack,barrage
2308467612188672,Blade Barrier,absorbtionfield
3502395506032640,Fleet Pass: Forged Alliances,accesscardcolorvariant1
800813832208384,Env Player Force Tag Test,pull
2819555835510784,Rifle Shot,rifleshot
3354068810465280,Bolster,bolster
2049910580969472,ground movement,rifleGrenade
3323531592990720,Tundra Tauntaun,tauntaun1
3491361735049216,BA-2 Recon Walker,mtx_mount_walker_repred_guns
2846944841957638,Immobilized,immobilized
2846944841957654,Diseased (Mental),lifedrain
2846944841957376,Pounce,forceCharge
2628249402212352,Exotech Reflex Stim,heavydutygreenstimpack
2513814293577728,Final Hurl Target,forcequake
3176935769243648,Negative Reinforcement,ionclip
2466840236261376,Party Bomb,sonicprobe
897944517607424,Registered,imperialbanner
2837796561616896,4man HPS,doom_aura
2142900917895168,Force Bomb,creepingTerror
1780023426024271,Insulation,robeupgrade3
1780023426023424,Guard,abl_si_as_guard
2877447699693568,Assault,assault
3480572777201927,Crushed (Force),crushed
3480572777201664,Crushing Darkness,consumingdarkness
2809960878571520,Ram,thunder
811409516527616,Opening,backpack
975760735076621,Dark Bulwark,handdeflect
975760735076352,Dark Ward,swchildoftheempire
3394042071089413,Followthrough,followthrough
3394042071089152,Ambush,ambush
803042920235008,Perfect Resist,tissuesample1
2075813528731905,Taunt,taunt
2075813528731648,Taunt,taunt
783706977468416,Moderate Radiation Sickness,lifedrain
2748645925453824,Flurry,lightsaber_generic
1487815326040064,Experimental Attack Adrenal,superiorredstimpack
3361438974345216,Rark K-1A,mtx.mount.rark.k1a
3230463946653956,Immobilized,immobilized
3230463946653696,Jet Charge,jetcharge
2138343957594368,Shocked,shocked
2138343957594370,stunned,stunned
3303757563560192,Focused,armorpiercingclip
3303757563559936,Focus,armorpiercingclip
3051226371457296,Unstable Anomaly,disturbance
3051226371457024,Hypergate Instability,forcestorm
3655639939153920,Shoulder Cannon Barrage,abl_sm_gs_efficient_ammo
2438248638971904,Shield Boost,forceArmor
3445225196355885,Revival,secondchance
3445225196355584,Revival,secondchance
1705437023961088,Stap Test 1,hydraulicpiston
2923983670345991,Rakghoul Virus (Physical),minorpinkadrenal
2923983670345728,Viral Vial,minorpinkadrenal
2443840686391296,Alacrity Boost,attackSlowed
2009413334335488,"Placeable ""Is Object"" Detector",stimpack
2071080474771712,Bleeding (Physical),bloomingshot
2071080474771456,Run Through,vicioussaber
3740139125735424,Advanced Anodyne Absorb Adrenal,heavydutyorangeadrenal
2879316010467586,Cover,portablecover
2851106665267200,Ground Smash,bravado
3190159973548032,Environmental Awareness Test,ionclip
1767610970537984,Destroying,quickkick
3146377076932608,Dreadful Orb,krayt_dragon_pearl
3524497407737856,Talon Cutter,mtx.mount.cutter.talon
2462059937660928,Shii-cho Charge,shiicho
3288626393776385,Shocked (Tech),shocked
3288626393776128,Interrogation Probe,sonicprobe
2540198277677056,Droid Disguise,droiddevice
2540202572644352,Droid Disguise,droiddevice
3431296617414912,Bleeding (Physical),bloomingshot
3431296617414656,Rake,animaltaloncolorvariant1
948169865166848,Attacking...,desperatecommand
2265642493280256,Vanish,force
3543756041093120,FA-3 Recon Walker,mtx_mount_walker_repred_guns
3594260561526784,Threatening Strike,forceLeap
2628253697179648,Rakata Reflex Stim,heavydutygreenstimpack
2513822883512320,Final Hurl Target,forcequake
2297678654341379,Slowed (Force),movementslowed
2297678654341400,Static Charge,electrocute
2297678654341120,Terrifying Storm,forceStorm
3234866288132096,Energy Surge,novaSaber
3718982116835328,Moonlight Vrake,mtx_mount_vrake_moonlight
3755832936235008,Kolto Collar Dart,koltodart
3347574819913728,Mortar Volley,deathfromabove
3041034414063616,Shiv,Shiv
3413940654571780,Immobilized (Force),immobilized
3413940654571796,Slowed (Force),movementSlowed
3413940654571520,Force Wake,forceslam
3272189553934601,Reflection Shield,ballisticshield
3272189553934336,Reflective Shield,ballisticshield
2924554900996096,Fleet Pass,accesscardcolorvariant1
2488117504245760,Range Check,carbonized
3399140197269504,Harpoon,grapple
1487811031072768,Bio-Enhanced Attack Adrenal,greaterredstimpack
2318573670236160,Dance Party,virtualitem_holodancer
3261091358441472,Nano-Infused Force Adrenal,heavydutybluestimpack
808901255626752,Debuff: Shock Drum Effect,stimpack
2879157096677637,Burning (Tech),burned
2879157096677376,Hammer Shot,hammerShot
1459120649535745,Thrown,thrown
1459120649535488,Missile Test,missileBlast
3684600903630848,Legacy Project,legacyproject
1032093526130688,Buff Template,lightsaber_red
3430016717160448,Guardianship,auraofresistance
3279555422847242,Touched (Left Hand),animaltalon
2851068010561536,Accessing Power Controls,genericdatadisc
981812343996672,Immobilized,immobilized
981812343996416,Force Leap,forceCharge
2747018132848640,Suppressive Fire,barrage
3215599064842508,Stim-Induced Rage (Tech),damageincreased
3215599064842509,Stim-Induced Rage (Tech),deflection
3215599064842511,Stim-Induced Rage (Tech),sprint
3215599064842527,Stim Fatigue,damagereduced
3215599064842535,Stim Fatigue,armorreduced
3215599064842541,Stim Fatigue,movementslowed
3215599064842547,Unshakable,coolhead
3215599064842240,Stim-Induced Rage,heavydutyredstimpack
3292247051206920,Diffusion,force
3292247051206942,Unstable Detonation,force
3292247051206656,Energy Field,force
811826128355328,Saber Throw,saberThrow
3360378117423104,Cleave,sweepingslash
736088675057664,Adasca Healing Kit,stimpack
2070681042812928,Assault,assault
2878061880016896,Rocket Punch,rocketpunch
3036816756178944,Locating Cache...,recordingdevice
3343722234249216,Jundland Dewback,mtx_mount_jundland_dewback
1797181820370944,Repairing Generator,stimpack
1961657592971264,Overload,lastresort
2510172161310720,Recovering,soothe
3306089730801920,Focused Incineration,terminate
3306089730801664,Focused Beam,sunderingassault
3691313937514496,Legacy Force Sweep,legacyforcesweep
3295425327005696,Tensor Field,spvp_tensorfield
3200867327017222,Burning,burned
3200867327016960,Flamethrower,flameburst
3739529240379392,Prototype Anodyne Versatile Stim,heavy_duty_reflex_stim
1970354901745664,Stasis Beam,stunned
3505891609411928,Project Impact,upheaval
3505891609411935,Water Field,upheaval
3505891609411945,Water Field,mysticalupgrade2
3505891609411984,Water Field,mysticalupgrade2
3505891609411989,Stunned,stunned
3505891609411994,Energy Eruption,upheaval
3505891609411584,Mass Project,upheaval
2499993088819200,Droid Disguise,protocoldroidhead
3569774952972288,Deadeye Shot,rifleshot
3453080691539968,Force Wielded Lightsaber,viciousslash
3658118135283712,Heroic Transport,prioritytransport2
3278284112527360,Shock,shock
2519114283220992,Empowered,frenzy
3330704188375309,Taunt Immunity,cc_aggressive
3330704188375040,Acquiring Target...,aimboost
3434788425826577,Exhaustion,forceexhaustion
3434788425826595,Savage Fury,thunderfist
3434788425826612,Exhaustion,forceexhaustion
3434788425826631,Trepidation,forcedetect
3434788425826304,Savagery,thunderfist
3231331530047746,Knockdown,thrown
3231331530047488,Personal Vehicle,hydraulicpiston
3551748975230976,Orbital Bombardment,orbitalbombardment
3040407348838400,Heroes' Banner,virtualitem_foundersbanner
813634309586944,Unarmed,weakenResolve
2535087266595074,Enraged!,berserk
3315100572188672,Forceful Slam,quickkick
1487639232380928,Field Tech Attack Adrenal,redstimpack
3157531107000619,High Alert,diagnosticscan
3157531107000320,Scan For Enemy,diagnosticscan
961681832280064,Electric Arcs,chainlightning
2996233610199040,Automatic Fire,burst
800590493908992,Riot Slap,stockStrike
3632696223858688,Finishing Strike,abl_sw_ju_aegis_strike
3121603705569280,Dried Out,bravado
2511245903134987,Thrown,thrown
2511245903134720,Grapple,grapple
3148893927768324,Blue Patrol Team Engaged,droideye
3148893927768376,Mounting Caution,reanimation
3148893927768392,Overwhelmed,cc_defensive
3148893927768064,Cautious,droideye
3589385773645824,Obliterate,saberstorm
814278554681344,Rail Shot,railshot
2518577412309253,Loaded,blastermagazine3
2518577412308992,Reload,blastermagazine3
2536886857891840,Enrage,bloodthirst
1137474843705344,Head Laser Burst,flurryofbolts
2878740484849664,Enrage,bloodthirst
3678514934972416,Grapple,grapple
3271901791125504,Melee Attack,lightsaber_generic
2627725416202240,More Hitpoints,stimpack
2789692927901696,More Hitpoints,stimpack
3724801797521408,Alacrity Boost,attackSlowed
1977879684448518,Stunned,stunned
3361615068004352,Force Rend,abl_sw_ma_force_gash
3468963480600576,Dance Party,virtualitem_holodancer
3341548980797440,Charcoal Dewback,mtx_mount_dewback_charcoal
3280637754605568,Wrist Laser Burst,flurryOfBolts
2535705741885440,Ranged Attack,blaster_generic
2508467059294208,Groundfire,stimpack
2941382582861824,Shackle Remote,remotecontrol
2076509313433858,Absorbtion Shield,absorbtionfield
2076509313433600,Absorption Shield,absorbtionfield
3011111376912384,Slicing...,slicedroid
800749407698944,Jet Blade,force_charge
2628232222343168,Energized Reflex Stim,heavydutygreenstimpack
2513380501880832,Final Hurl Target,forcequake
3302237145137152,Repair Drone,spvp_repairdrone
833481353462033,Shield Probe,absorbtionfield
833481353461760,Shield Probe,absorbtionfield
3381616730702081,Brutal Focus,cc_aggressive
3381616730702090,Shield Collar - Overdrive,absorbtionfield
3381616730702098,Overloaded Shield Collar,chargedplating
3381616730701824,Brutalize,forcecrush
3256010412130304,Ground Smash,abl_jc_sa_tectonic_mastery
2512401249337344,Grapple,grapple
2809767605043482,Virility,poisondart
2809767605043200,Acid Spit,poisondart
813544115273728,Melee Attack,force_crush
2748388227416064,Rapid Shots,rapidshots
2507917303480320,Stacking Lightning,force
3131168597737732,Burning (Tech),burned
3131168597737472,Flame Burst,flameburst
2044232634204425,Unshakable,unleash
2044232634204160,Hail Of Bolts,hailofBolts
1487583397806080,Battle Attack Adrenal,lesserredstimpack
3448046989869056,Rapid Fire,deadlycannon
2466380674760963,"Consumed (Stunned, Damage Vulnerability)",stunned
2466380674760704,Shadow Weakness,mindcrush
3394093610696704,Kolto Pods,koltotank
2763094195437568,Ground Smash,bravado
3052914293604611,Faded Reality,thunder
3052914293604352,Scream,thunder
2779187437895680,Ground Smash,bravado
2014335366856961,Round 2,backflips
2014335366856962,Round 3,backflips
2014335366856963,Round 4,backflips
2014335366856964,Round 1,backflips
2014335366856965,Death Sequence,backflips
2014335366857289,Round 5,backflips
2014335366856704,Round Controller,backflips
3770478774714632,Poisoned (Physical),lifedrain
3770478774714368,Toxic Dart,toxicdart
2861676579782656,Stealth,shadowwalk
2050589185802240,Benevolence,darkGift
3024374235922691,Thrown,thrown
3024374235922432,Sweep,thrown
3561051874394112,Opening...,neutralhuttcrate
3220890464551170,Orange Acute,assassinate
3220890464550912,Proximity Blast,shockwave
3411385149030656,Slowed (Force),movementslowed
3411385149030400,Lightning Bolt,abl_si_so_lightning_bolt
1009763991159064,Immobilized (Physical),immobilized
1009763991159147,Slowed (Physical),movementSlowed
1009763991158784,Obliterate,saberstorm
800796652339200,Env Player Explode Instant,pull
2499219994705920,Torch,flameburst
3408370081988608,Rail Shot,hammerShot
2506624518324493,Immobilized (Physical),immobilized
3335243968806912,Wetland Dewback,mtx_mount_dewback_wetland
1797327849259008,Repairing Generator,stimpack
811070214111232,Meditating,introspection
2765838679540001,Movement Slowed,movementSlowed
2765838679540011,Slowed (Tech),movementslowed
2765838679539712,Grapple,grapple
3528388648108032,MS-99 Perimeter Droid,mtx.toy.ms99.perimeter.droid
2075800643830016,Taunt,taunt
2075800643829760,Challenge,intimidatingpresence
3555416877301760,VIP - Big Blast,scatterblast
3248833521778688,Ranged Attack,blaster_generic
3520473023381504,Glacial Icetromper,mtx_mount_glacial_icetromper
3527297726414848,Scanning...,assaultcannonshockabsorberb
2779299107045636,Cover,portablecover
2779299107045376,Take Portable Cover,portablecover
2042969913819392,Stunned,stunned
2042969913819136,Electrocute,taserjolt
848964710563840,plot_npc_protection,stimpack
2513900192923648,Final Hurl Target,forcequake
2487288575557896,Slowed (Force),movementslowed
2487288575557904,Knockdown,thrown
2487288575557632,Earth Shatter,upheaval
2811257958694912,Flurry of Bolts,flurryofbolts
2439687453016064,Power Boost,hk51assassinate
3252681812475904,Headshot,headShot
966354756698112,Repair Probe,surgicalprobe
3276866773319680,Energy Shield,energyshield
961338234896384,Thundering Blast,shadowtechnique
2441865001435136,Gonk Storm,forceStorm
2521356256149504,Pulverize,jumpingstrike
1682579208012032,Asleep (Mental),blinded
1682579208012034,Asleep [Mental],blinded
1682579208011776,Concussive Round,concussionmissiles
1261715362677001,Merciless,cannonball
1261715362677008,Accelerating Victory,abl_jk_se_accelerating_victory
1261715362676736,Merciless Slash,cannonball
3129437725917446,Knockdown,knockdown
3129437725917184,Limited Time Offer,forcetrinket2
2506723302572328,Carbonized,carbonized
2506723302572032,Threat Neutralized,carbonize
2786458817527808,Guardian Strike,riposte
2035273332424960,Energy Reflect,discharge
2035273332424961,Energy Reflect,discharge
2035273332424962,Energy Reflect Turret 80,discharge
2035273332424964,Energy Reflect Turret 60,discharge
2035273332424966,Energy Reflect Turret 40,discharge
2035273332424968,Energy Reflect Turret 0,discharge
2035273332424704,Reflect,discharge
2859133959143680,Bleeding (Physical),bloomingshot
2859133959143685,Shredded Armor (Physical),armorreduced
3302542087815168,Interdiction Sentry Drone,spvp_interdictorsentrydome
3404358582534144,Dirty Trickster,surrender
2877971685703936,Radiation Resistance,heavydutybluestimpack
2877971685703680,Hypermatter Adrenal,heavydutybluestimpack
2466986265149743,Energy Lode,iaassassin
2466986265149440,High Energy Cell,armorPiercingClip
2902590438244352,Force Leap,forceLeap
810056601829376,Buff Recurring Delay 01 02s,tenacity
3262208049938744,Frenzy,berserk
3262208049938432,Spawn Adds,stimpack
3340612677926912,Festive Tauntaun,mtx_mount_tauntaun_holiday
1797323554291712,Repairing Generator,stimpack
2472105866166272,Ion Grenade,remotedetonationmine
2495590747341056,Empowered!,ionclip
3656516112482304,Heroic Transport,prioritytransport2
2503244379062532,Burning (Physical),burned
2503244379062272,Plasma Cell,plasmaclip
982216070922240,Frenzy,frenzy
2853155364667392,Melee Attack,lightsaber_generic
2506620223356928,Rocket Exhaust,backflips
2540236932382720,Droid Disguise,protocoldroidhead
2482366543036416,Orbital Strike,orbitalbombardment
2698042620772352,Enrage,bloodthirst
3630742013739008,Pommel Strike,returntothefray
2513908782858240,Final Hurl Target,forcequake
2036231110131712,Injecting...,superiorgreenstimpack
2991925758001152,Empower,electricshield
966002569380108,Diseased,animalskull
966002569380110,Fatigue (Physical),animalskull
966002569379840,Diseased,animalskull
2489440354172928,Grapple,grapple
810859760713728,Searching...,remotecontrol
3417539837165568,Critical Surge,mysticalupgrade5
1261711067709440,Blade Rush,relentlessadvance
3234819043491840,Dark Spike,disorientingBlow
2948430624194560,Black Parallel,encrypteddatadisk
3588488125480960,Unremitting,meleedpsunlock
1691078948290560,MGGS,toolgun
3308920114249728,Arcing Assault,electrocute
2207415621648641,Very Damaged,explosiveprobe
2207415621648384,Unstable Power Core,explosiveprobe
3450357682274304,Rebounding Force,reflection
3691326822416384,Legacy Force Choke,legacyforcechoke
2518594592178176,Stockstrike,stockStrike
2992299420155904,Empower,electricshield
2540413026042113,Jukebox Droid,astrodroidhead
2540413026041856,Rhythm Augmentation Droid,astrodroidhead
3250727602356224,Rage Push,forcepush
2513548005605376,Disabling,toolgun
2486755999612928,Jet Rush,bhthemerc
3342863240790016,Tutorial,spvp_hardreset
3033715789791492,Healing Self,darkgift
3033715789791232,Regenerate,darkgift
3356615726071808,Riot Grapple,grapple
2624736118964224,Swipe,backflips
3599964278095872,Fulminating Current,sorc_pass_fulminating_current
3740117650898944,Bio-Enhanced Absorb Adrenal,greaterorangeadrenal
993073748246809,Slowed,movementslowed
993073748247163,Overwhelmed (Mental),cbt_st_overwhelmed
993073748247177,Stunned (Tech),stunned
993073748246528,Plasma Probe,plasmaprobe
982263315562496,Psych Meds,lockout
3283931994521600,"Reusable Jawagram: ""Awesome!""",jawagram_awesome
3298298660126978,Diminished Defenses,armorreduced
3298298660126720,Parting the Way...,impale
2066639478587392,Advanced Medical Probe,resuscitationprobe
2777611184898048,Carbonizer Probe,carbonize
3281715791396864,Striated Wriggler,pet.greelarva.greelarva.a01_v03
2303837637443584,Overload Shot,fearsomecry
3393217437368582,Slowed (Physical),movementSlowed
3393217437368590,Ignored,sonicgrenade
3393217437368320,Blade Throw,conaldualsaberthrowmarauder
2495487668125952,Empowered!,plasmaclip
3647750084231168,Power Surge,hk51assassinate
2290179641442304,Sticky Grenade,murderball
3324579565010944,Concussion Mine,democharge
2901439387009286,Blinded (Tech),blinded
2901439387009024,Flash Bang,flashbang
2811227893924096,DFA Flight Control,deathFromAbove
2811227893923840,Death from Above,deathFromAbove
1261118362222592,Execute,abl_si_as_shroud_madness
942268580102144,Disturbance,disturbance
2520965414125568,Shield Generator,absorptionfield
812174020706304,Soresu Form,soresu
3604529828331520,High-Priority Target,abl_bhtr_meco_emergency_response
3288411645411328,Reusable Jawagram: Nice Try,jawagram_nice_try
2851261284089856,Overloading...,genericdatadisc
2792604915728664,Fearful,forcestun
2792604915728666,Emboldened,intimidatingpresence
941156183572480,Low Health Listener,stimpack
3342644197457920,Charge,immolate
837651766706433,Stunned,stunned
837651766706176,The Master's Blade,disappear
2513883013054464,Final Hurl Target,forcequake
3394793690365952,Power Barrier,portablecover
3673266484936704,Irakie Falcon,mtx_mount_irakie_falcon
2274009089572864,Guard,guard
2922789669437705,Stunned,stunned
2922789669437440,JR-3 Galactic Speeder Bike,hydraulicpiston
3258376939110899,Shield Probe,absorbtionfield
3258376939110400,Shield Probe,absorbtionfield
3298775401496835,Poisoned (Force),lifedrain
3298775401496576,Affliction,lifedrain
2879174276546818,Energy Shield,energyshield
2879174276546560,Energy Shield,energyshield
811933502537992,Stunned,stunned
811933502537728,Electrocution,electrocute
3557585835786240,Force Leap,forceCharge
2480962088730880,Vulnerable,lifedrain
2480962088730881,Absorption Field,discharge
2480962088730624,Recovering,lifedrain
1210300309176320,Level 50 Melee Tank (Light),treasurehunting
3303688844083200,Forceful Slam,quickkick
3218055786135846,Tank Leak,carbonitegrenade
3218055786135880,Weapon Malfunction,weaponcharge
3218055786135552,Portable Cryoban Tank,genericcannister
2210413508821250,Disabled,slicedroid
2210413508820992,Disable Droid,slicedroid
3131112763162624,Rail Shot,railshot
3301794763505944,Plasma Burn,spvp_plasmarailgun
3301794763505952,Armor Reduced,spvp_ignorearmor
3301794763505953,Evasion Reduced,spvp_servojammer
3301794763505664,Plasma Railgun,spvp_plasmarailgun
810456033787904,Overcharge Power,offense
2812460549537792,Repairing,sonicprobe
3347458855796736,Jet Charge,jetcharge
3472592727965696,Safety Overrides,immolate
3679661691240448,Remote Slicing,slicing
2877048267735300,Touch of the Masters,nightmare
848011227824394,Toxic Muck,darkgift
848011227824128,Toxic Muck,darkgift
3287243414307089,Stunned,stunned
3287243414306816,Ravage,bladerush
810808221106176,Using,datapad
2061438273192192,Slowed,movementslowed
2061438273191936,Force Pull,forcePull
3236786138513408,Pet Envy Boo,stimpack
2882361142280192,Lightning Spike,forkedLightning
3169260662685696,Kolto Pods,koltotank
3547973698977792,Bounty,republic
3740109060964352,Field Tech Absorb Adrenal,orangeadrenal
2879200046350336,Snipe,snipe
808772406607872,Buff Vorantikus,stimpack
3430609422647296,Marking Target...,toolgun
810258465292288,Remove Converse State,stimpack
3479834042826752,Shield Defense,spiritarmor
846417794957312,combat_alternate,relentless_hate
3312600901222400,Lockdown,spvp_powerdrainengine
2852691508199424,Plasma Grenade,cryobangrenade
937325072744448,Electrosmash,shockwave
2495165545578496,Force Torrent,lightningstrike
2157362072781057,Shield Boost,evasion
2157362072780800,Shield Boost,evasion
2277131530797313,Shield of Energy,cloakofpain
2277131530797056,Bodyguard,absorbtionfield
2494525595451392,Ancient Terror,shadowtechnique
3552930091237641,Bleeding (Physical),bloomingshot
3552930091237376,Frenzy,rupture
2536045044301824,Interrogation Droid,pet.droid.probedroid.01
3590502465142784,Threatening Strike,abl_tr_vg_tactical_surge
3432834215706624,Walkhar Auspice,mtx.speeder.walkhar.auspice
2487735252156416,Desert Strength,absorbshield
2748654515388416,Melee Attack,lightsaber_generic
2443991010246656,Defense Boost,deflection
3598950665814016,Wrist Laser Burst,flurryOfBolts
